Customer_id,name,email,phone,address,lat,lng,waiting_time_min,acceptance_hours
a0170,,,,,40.30593,49.79292,20,15.00-23.00
a0176,,,,,39.96733,49.40842,5,10.00-16.00
a0178,,,,,39.97026,49.41597,5,10.00-16.00
a0188,,,,,40.57434,49.7213,20,15.00-23.00
a0191,,,,,40.43698,49.80402,5,10.00-16.00
a0205,,,,,40.59281,49.67395,5,10.00-16.00
a0206,,,,,40.59343,49.67429,40,10.00-16.00
a0208,,,,,40.59686,49.67246,5,10.00-16.00
a0214,,,,,40.59797,49.67419,20,15.00-23.00
a0219,,,,,40.60449,49.66571,5,10.00-16.00
a0227,,,,,40.60885,49.57577,5,10.00-16.00
a0251,,,,,40.57302,49.76421,20,15.00-23.00
a0252,,,,,40.57321,49.74964,20,15.00-23.00
a0257,,,,,40.52473,49.69023,20,15.00-23.00
a0263,,,,,40.35662,49.81026,20,15.00-23.00
a0267,,,,,40.3943,49.80218,20,15.00-23.00
a0268,,,,,40.3951,49.79,20,15.00-23.00
a0270,,,,,40.39192,49.80262,20,15.00-23.00
a0271,,,,,40.41308,49.80406,20,15.00-23.00
a0277,,,,,40.2271,49.58406,20,15.00-23.00
a0281,,,,,40.4235607,49.8176993,20,15.00-23.00
a0283,,,,,40.41653,49.83542,20,15.00-23.00
a0288,,,,,40.4356,49.78007,20,15.00-23.00
a0290,,,,,40.41237,49.80806,20,15.00-23.00
a0297,,,,,40.23222,49.58737,20,15.00-23.00
a0301,,,,,40.40951,49.80805,20,15.00-23.00
a30777,,,,,40.46775,49.82846,5,10.00-16.00
a0341,,,,,40.51267,49.93946,5,10.00-16.00
a0362,,,,,40.56405,49.70156,5,10.00-16.00
a0369,,,,,40.57304,49.70842,5,10.00-16.00
a0374,,,,,40.57104,49.70798,5,10.00-16.00
a0380,,,,,40.56809,49.69983,5,10.00-16.00
a0386,,,,,40.57063,49.67873,40,10.00-16.00
a0387,,,,,40.58509,49.66732,40,10.00-16.00
a0388,,,,,40.58361,49.67993,40,10.00-16.00
a0389,,,,,40.59031,49.6677,5,10.00-16.00
a0390,,,,,40.56856,49.68309,5,10.00-16.00
a0391,,,,,40.57135,49.67726,5,10.00-16.00
a0393,,,,,40.57283,49.67779,5,10.00-16.00
a0398,,,,,40.57255,49.62975,20,15.00-23.00
a0400,,,,,40.57291,49.68179,5,10.00-16.00
a0402,,,,,40.57481,49.68201,5,10.00-16.00
a0404,,,,,40.57255,49.68372,40,10.00-16.00
a0423,,,,,40.56132,49.70451,5,10.00-16.00
a0429,,,,,40.56927,49.68801,5,10.00-16.00
a0432,,,,,40.56826,49.68605,5,10.00-16.00
a0436,,,,,40.56475,49.68943,5,10.00-16.00
a0455,,,,,40.56346,49.69757,5,10.00-16.00
a0475,,,,,40.572,49.69345,5,10.00-16.00
a0483,,,,,40.57821,49.67432,5,10.00-16.00
a0485,,,,,40.57795,49.67407,5,10.00-16.00
a04868,,,,,40.35432,49.80487,20,15.00-23.00
a8776,,,,,40.40696,49.8128,40,10.00-16.00
a04872,,,,,40.46541,49.74692,10,09.00-18.00
a0499,,,,,40.58518,49.68194,5,10.00-16.00
a0521,,,,,40.56392,49.68356,5,10.00-16.00
a0525,,,,,40.5659,49.68609,5,10.00-16.00
a0528,,,,,40.56198,49.68632,5,10.00-16.00
a0532,,,,,40.55657,49.70604,5,10.00-16.00
a0537,,,,,40.55979,49.70816,5,10.00-16.00
a0545,,,,,40.59714,49.65948,5,10.00-16.00
a0549,,,,,40.58114,49.6792,5,10.00-16.00
a0555,,,,,40.61721,49.55539,5,10.00-16.00
a0556,,,,,40.58066,49.66361,5,10.00-16.00
a0562,,,,,40.56995,49.67383,5,10.00-16.00
a0568,,,,,40.56551,49.68349,5,10.00-16.00
a0570,,,,,40.56393,49.68357,5,10.00-16.00
a0579,,,,,40.55831,49.70508,5,10.00-16.00
a0580,,,,,40.55736,49.70528,5,10.00-16.00
a0581,,,,,40.55237,49.71168,5,10.00-16.00
a0597,,,,,40.5822,49.68106,5,10.00-16.00
a0603,,,,,40.59684,49.66293,5,10.00-16.00
a0608,,,,,40.58105,49.69038,20,15.00-23.00
a0610,,,,,40.57893,49.68536,5,10.00-16.00
a0613,,,,,40.57942,49.69042,5,10.00-16.00
a0615,,,,,40.58254,49.68589,5,10.00-16.00
a0616,,,,,40.58795,49.66587,5,10.00-16.00
a0619,,,,,40.58713,49.68299,5,10.00-16.00
a0622,,,,,40.58668,49.68211,5,10.00-16.00
a0624,,,,,40.59122,49.67977,5,10.00-16.00
a0631,,,,,40.45837,49.75713,5,10.00-16.00
a0634,,,,,40.4245,49.77947,5,10.00-16.00
a0637,,,,,40.55733,49.63758,20,15.00-23.00
a0638,,,,,40.55214,49.63703,5,10.00-16.00
a0641,,,,,40.58925,49.67065,5,10.00-16.00
a0647,,,,,40.58962,49.67273,5,10.00-16.00
a0654,,,,,40.59243,49.6661,40,10.00-16.00
a0660,,,,,40.57739,49.69282,5,10.00-16.00
a0671,,,,,40.5943,49.67428,5,10.00-16.00
a0672,,,,,40.5944,49.67647,5,10.00-16.00
a0680,,,,,40.4409,49.74442,5,10.00-16.00
a0685,,,,,40.4317,49.77003,20,15.00-23.00
a0695,,,,,40.59622,49.66328,5,10.00-16.00
a0696,,,,,40.59739,49.6706,20,15.00-23.00
a0697,,,,,40.56689,49.68611,20,15.00-23.00
a0701,,,,,40.55663,49.63835,20,15.00-23.00
a0703,,,,,40.56044,49.63664,20,15.00-23.00
a0707,,,,,40.56724,49.62906,5,10.00-16.00
a0713,,,,,40.56024,49.69474,5,10.00-16.00
a0716,,,,,40.55942,49.69729,5,10.00-16.00
a0717,,,,,40.56009,49.69649,5,10.00-16.00
a0722,,,,,40.58239,49.67469,5,10.00-16.00
a0736,,,,,40.46455,49.72288,5,10.00-16.00
a0737,,,,,40.43375,49.78395,5,10.00-16.00
a0738,,,,,40.4508911,49.7446883,5,10.00-16.00
a0752,,,,,40.45137,49.75399,5,10.00-16.00
a0756,,,,,40.45534,49.73776,20,15.00-23.00
a0757,,,,,40.45531,49.73737,5,10.00-16.00
a0771,,,,,40.47928,49.72861,20,15.00-23.00
a0776,,,,,40.4682,49.62087,5,10.00-16.00
a0791,,,,,40.58512,49.66853,5,10.00-16.00
a0794,,,,,40.56652,49.69604,20,15.00-23.00
a0797,,,,,40.59465,49.67738,20,15.00-23.00
a0798,,,,,40.60557,49.64779,20,15.00-23.00
a080080,,,,,40.46537,49.74718,10,09.00-18.00
a0804,,,,,40.37376,49.84715,20,15.00-23.00
a08080808,,,,,40.46537,49.74718,10,09.00-18.00
a0825,,,,,40.38717,49.84687,5,10.00-16.00
a0852,,,,,40.3689,49.83128,20,15.00-23.00
a0856,,,,,40.3652,49.82726,5,10.00-16.00
a0866,,,,,40.36713,49.8395,20,15.00-23.00
a0879,,,,,40.37041,49.8282,5,10.00-16.00
a0889,,,,,40.3703988,49.8303876,5,10.00-16.00
a0893,,,,,40.38089,49.8572,5,10.00-16.00
a0902,,,,,40.39961,49.87074,20,15.00-23.00
a0904,,,,,40.38713,49.85475,5,10.00-16.00
a0911,,,,,40.40281,49.83436,5,10.00-16.00
a0913,,,,,40.39103,49.91684,5,10.00-16.00
a0922,,,,,40.40924,49.86675,5,10.00-16.00
a0933,,,,,40.41094,49.86902,5,10.00-16.00
a0935,,,,,40.40685,49.8719,5,10.00-16.00
a0966,,,,,40.40502,49.86946,5,10.00-16.00
a0982,,,,,40.4034,49.85206,5,10.00-16.00
a0997,,,,,40.3782667,49.8696575,5,10.00-16.00
a1001,,,,,40.38147,49.83747,5,10.00-16.00
a1002,,,,,40.38001,49.84066,5,10.00-16.00
a1003,,,,,40.3761,49.82377,5,10.00-16.00
a1006,,,,,40.43728,49.76678,5,10.00-16.00
a1009,,,,,40.39737,49.8357,5,10.00-16.00
a1011,,,,,40.38456,49.84978,5,10.00-16.00
a1015,,,,,40.38661,49.84598,5,10.00-16.00
a1017,,,,,40.38676,49.84589,5,10.00-16.00
a1021,,,,,40.46527,49.83643,5,10.00-16.00
a1027,,,,,40.42185,49.85961,5,10.00-16.00
a1028,,,,,40.42108,49.85872,5,10.00-16.00
a1029,,,,,40.42107,49.85851,5,10.00-16.00
a1030,,,,,40.42139,49.85967,5,10.00-16.00
a1032,,,,,40.41931,49.85532,5,10.00-16.00
a1038,,,,,40.3749,49.83449,5,10.00-16.00
a1039,,,,,40.3756,49.83622,5,10.00-16.00
a1040,,,,,40.08824,49.4167,5,10.00-16.00
a1044,,,,,40.49256,49.85513,20,15.00-23.00
a1051,,,,,40.37889,49.97803,5,10.00-16.00
a1059,,,,,40.41763,49.97074,20,15.00-23.00
a1064,,,,,40.41809,49.84357,5,10.00-16.00
a1066,,,,,40.6056,49.65206,5,10.00-16.00
a1078,,,,,40.3396,49.78427,5,10.00-16.00
a1083,,,,,40.57323,49.74776,20,15.00-23.00
a1092,,,,,40.5309,50.06879,5,10.00-16.00
a1093,,,,,40.52911,50.06911,20,15.00-23.00
a1094,,,,,40.51899,50.09433,5,10.00-16.00
a1102,,,,,40.3409,49.831,20,15.00-23.00
a1103,,,,,40.42305,49.81731,20,15.00-23.00
a1104,,,,,40.41189,49.84633,20,15.00-23.00
a1106,,,,,40.41589,49.86891,20,15.00-23.00
a1107,,,,,40.4179,49.87802,20,15.00-23.00
a1111,,,,,40.40853,49.86532,20,15.00-23.00
a1112,,,,,40.39616,49.85448,20,15.00-23.00
a1114,,,,,40.3924104,49.8574384,20,15.00-23.00
a1115,,,,,40.39123,49.85554,20,15.00-23.00
a1120,,,,,40.41938,49.80332,20,15.00-23.00
a1125,,,,,40.41939,49.85618,20,15.00-23.00
a1128,,,,,40.401,49.83171,20,15.00-23.00
a1137,,,,,40.41916,49.84302,20,15.00-23.00
a1156,,,,,40.42147,49.85968,5,10.00-16.00
a1158,,,,,40.41612,49.84985,5,10.00-16.00
a1159,,,,,40.40981,49.86608,20,15.00-23.00
a1160,,,,,40.39341,49.8563,20,15.00-23.00
a1162,,,,,40.40292,49.93236,20,15.00-23.00
a1164,,,,,40.40075,49.93503,20,15.00-23.00
a1165,,,,,40.41587,49.92165,20,15.00-23.00
a1166,,,,,40.36466,49.82873,20,15.00-23.00
a30410,,,,,40.36845,49.84215,20,15.00-23.00
a1176,,,,,40.39214,49.85772,20,15.00-23.00
a1177,,,,,40.38231,49.86238,20,15.00-23.00
a1181,,,,,40.38966,49.84451,5,10.00-16.00
a1183,,,,,40.38873,49.84491,5,10.00-16.00
a1185,,,,,40.38241,49.84771,5,10.00-16.00
a1186,,,,,40.38236,49.84765,5,10.00-16.00
a1187,,,,,40.382,49.84786,5,10.00-16.00
a1192,,,,,40.38563,49.84639,5,10.00-16.00
a1193,,,,,40.40174,49.84383,5,10.00-16.00
a1195,,,,,40.44191,49.7458,5,10.00-16.00
a30158,,,,,40.51997,50.03757,5,10.00-16.00
a1212,,,,,40.37533,49.92984,5,10.00-16.00
a1215,,,,,40.3761,49.93002,5,10.00-16.00
a1217,,,,,40.37587,49.92009,5,10.00-16.00
a1231,,,,,40.36949,49.99329,5,10.00-16.00
a1238,,,,,40.39425,49.9529,5,10.00-16.00
a1242,,,,,40.38932,49.95456,5,10.00-16.00
a1245,,,,,40.39068,49.96476,5,10.00-16.00
a1256,,,,,40.3692,49.93847,20,15.00-23.00
a1265,,,,,40.37577,49.91994,5,10.00-16.00
a1279,,,,,40.36423,49.98244,5,10.00-16.00
a1293,,,,,40.39452,49.95993,5,10.00-16.00
a1295,,,,,40.39464,49.96108,5,10.00-16.00
a1297,,,,,40.39285,49.96164,5,10.00-16.00
a1302,,,,,40.41022,49.86723,5,10.00-16.00
a1309,,,,,40.39519,49.8709,5,10.00-16.00
a1316,,,,,40.39184,49.85763,5,10.00-16.00
a1324,,,,,40.39272,49.86149,5,10.00-16.00
a1327,,,,,40.37808,49.86807,5,10.00-16.00
a1329,,,,,40.4179,49.87805,20,15.00-23.00
a1356,,,,,40.40102,49.87244,20,15.00-23.00
a1359,,,,,40.39355,49.87494,20,15.00-23.00
a1360,,,,,40.4023,49.8605,5,10.00-16.00
a1372,,,,,40.40105,49.87252,20,15.00-23.00
a1379,,,,,40.40858,49.83636,5,10.00-16.00
a1387,,,,,40.4079,49.83667,5,10.00-16.00
a1404,,,,,40.46958,49.75417,5,10.00-16.00
a1406,,,,,40.45351,49.74402,5,10.00-16.00
a1416,,,,,40.4391,49.7515,5,10.00-16.00
a1419,,,,,40.43064,49.76801,5,10.00-16.00
a1423,,,,,40.42122,49.79963,5,10.00-16.00
a1426,,,,,40.43236,49.81451,5,10.00-16.00
a1427,,,,,40.43237,49.81635,5,10.00-16.00
a1432,,,,,40.431,49.8106,5,10.00-16.00
a1433,,,,,40.43223,49.81366,5,10.00-16.00
a1438,,,,,40.43149,49.79608,5,10.00-16.00
a1441,,,,,40.43212,49.7703,20,15.00-23.00
a1444,,,,,40.4895483,49.7495701,20,15.00-23.00
a1463,,,,,40.45765,49.74593,5,10.00-16.00
a1467,,,,,40.4326,49.77093,5,10.00-16.00
a1470,,,,,40.45732,49.73961,5,10.00-16.00
a1472,,,,,40.44201,49.759,5,10.00-16.00
a1476,,,,,40.43226,49.7705,5,10.00-16.00
a1477,,,,,40.45689,49.74458,5,10.00-16.00
a1480,,,,,40.44483,49.75456,5,10.00-16.00
a1481,,,,,40.4282031,49.8045636,5,10.00-16.00
a1490,,,,,40.43198,49.80474,5,10.00-16.00
a1491,,,,,40.47338,49.73529,20,15.00-23.00
a1495,,,,,40.48985,49.75502,20,15.00-23.00
a0688,,,,,40.54147,49.66191,40,10.00-16.00
a1501,,,,,40.3194,49.72983,5,10.00-16.00
a1502,,,,,40.31969,49.73048,5,10.00-16.00
a1517,,,,,40.32712,49.74593,20,15.00-23.00
a1518,,,,,40.32704,49.74563,5,10.00-16.00
a1525,,,,,40.32987,49.74423,5,10.00-16.00
a1528,,,,,40.3323,49.74716,5,10.00-16.00
a1529,,,,,40.33196,49.74713,5,10.00-16.00
a1533,,,,,40.3287,49.748,5,10.00-16.00
a1539,,,,,40.32786,49.74216,5,10.00-16.00
a1542,,,,,40.32551,49.74056,5,10.00-16.00
a1546,,,,,40.32248,49.74117,5,10.00-16.00
a1551,,,,,40.33726,49.8057,5,10.00-16.00
a1557,,,,,40.34359,49.80816,5,10.00-16.00
a1560,,,,,40.34016,49.80782,5,10.00-16.00
a1563,,,,,40.33859,49.807,20,15.00-23.00
a1564,,,,,40.33748,49.80623,5,10.00-16.00
a1565,,,,,40.3395,49.80449,5,10.00-16.00
a1566,,,,,40.33905,49.80418,5,10.00-16.00
a1567,,,,,40.33762,49.80614,5,10.00-16.00
a1571,,,,,40.34481,49.80868,5,10.00-16.00
a1579,,,,,40.33595,49.80544,5,10.00-16.00
a1587,,,,,40.35828,49.82333,5,10.00-16.00
a1588,,,,,40.36456,49.82282,5,10.00-16.00
a1589,,,,,40.35926,49.82195,5,10.00-16.00
a1591,,,,,40.36245,49.81657,5,10.00-16.00
a1593,,,,,40.36475,49.81972,5,10.00-16.00
a1597,,,,,40.36341,49.82276,5,10.00-16.00
a1598,,,,,40.36278,49.82109,5,10.00-16.00
a1600,,,,,40.36428,49.8207,5,10.00-16.00
a1602,,,,,40.41861,49.93055,20,15.00-23.00
a1603,,,,,40.41699,49.94797,5,10.00-16.00
a1604,,,,,40.40278,49.95884,5,10.00-16.00
a1605,,,,,40.3972,49.95727,5,10.00-16.00
a1619,,,,,40.3968,49.94563,5,10.00-16.00
a1620,,,,,40.39815,49.94877,5,10.00-16.00
a1633,,,,,40.39213,49.89461,5,10.00-16.00
a1637,,,,,40.39186,49.89421,5,10.00-16.00
a1639,,,,,40.42121,49.94061,5,10.00-16.00
a1642,,,,,40.41983,49.93849,5,10.00-16.00
a1648,,,,,40.41897,49.92466,40,10.00-16.00
a1650,,,,,40.41934,49.92673,5,10.00-16.00
a1665,,,,,40.41709,49.93314,5,10.00-16.00
a1667,,,,,40.42155,49.92917,5,10.00-16.00
a1670,,,,,40.42348,49.92721,5,10.00-16.00
a1675,,,,,40.4161,49.93193,5,10.00-16.00
a1703,,,,,40.37444,49.83988,5,10.00-16.00
a1709,,,,,40.38022,49.82612,5,10.00-16.00
a1717,,,,,40.37194,49.83931,5,10.00-16.00
a1730,,,,,40.37302,49.83176,5,10.00-16.00
a1733,,,,,40.37533,49.84875,5,10.00-16.00
a1736,,,,,40.37052,49.8375,20,15.00-23.00
a1738,,,,,40.37035,49.83776,20,15.00-23.00
a1739,,,,,40.37177,49.83936,5,10.00-16.00
a1744,,,,,40.38097,49.84866,20,15.00-23.00
a1761,,,,,40.3705,49.83589,20,15.00-23.00
a1765,,,,,40.41907,49.81921,20,15.00-23.00
a1774,,,,,40.37815,49.83852,5,10.00-16.00
a1785,,,,,40.33685,49.83753,20,15.00-23.00
a1795,,,,,40.37241,49.85497,20,15.00-23.00
a1812,,,,,40.32229,49.73043,5,10.00-16.00
a1813,,,,,40.32304,49.73007,5,10.00-16.00
a1822,,,,,40.32766,49.7286,5,10.00-16.00
a1823,,,,,40.32003,49.72563,5,10.00-16.00
a1832,,,,,40.3393,49.83535,5,10.00-16.00
a1837,,,,,40.34524,49.83827,5,10.00-16.00
a1838,,,,,40.34456,49.83883,5,10.00-16.00
a1845,,,,,40.3406,49.83693,5,10.00-16.00
a1847,,,,,40.33997,49.83599,5,10.00-16.00
a1848,,,,,40.34022,49.83648,5,10.00-16.00
a1850,,,,,40.33981,49.83547,5,10.00-16.00
a1856,,,,,40.32842,49.71612,5,10.00-16.00
a1859,,,,,40.3274,49.7188,5,10.00-16.00
a1866,,,,,40.32189,49.72949,20,15.00-23.00
a1867,,,,,40.32239,49.72963,5,10.00-16.00
a1870,,,,,40.30686,49.79718,5,10.00-16.00
a1871,,,,,40.30418,49.82725,20,15.00-23.00
a1872,,,,,40.30439,49.82662,20,15.00-23.00
a1874,,,,,40.34038,49.8324,5,10.00-16.00
a1878,,,,,40.34219,49.81711,5,10.00-16.00
a1904,,,,,40.45035,50.08712,5,10.00-16.00
a1914,,,,,40.39472,49.96162,5,10.00-16.00
a1917,,,,,40.37845,49.94872,5,10.00-16.00
a1921,,,,,40.49705,49.9497,5,10.00-16.00
a1925,,,,,40.52541,49.99533,5,10.00-16.00
a1927,,,,,40.33929,49.83534,5,10.00-16.00
a1928,,,,,40.31976,49.81901,5,10.00-16.00
a1930,,,,,40.08879,49.41569,5,10.00-16.00
a1945,,,,,40.077,49.41135,5,10.00-16.00
a1947,,,,,40.07683,49.4113,5,10.00-16.00
a1948,,,,,40.07672,49.41136,5,10.00-16.00
a1949,,,,,39.95595,49.40451,5,10.00-16.00
a26379,,,,,40.3391987,49.7827952,5,10.00-16.00
a1966,,,,,40.47115,50.15426,5,10.00-16.00
a1967,,,,,40.49167,50.12901,5,10.00-16.00
a1977,,,,,39.95487,49.40812,5,10.00-16.00
a1980,,,,,39.9549,49.40834,5,10.00-16.00
a1983,,,,,39.95485,49.40971,5,10.00-16.00
a1986,,,,,39.94664,49.40056,5,10.00-16.00
a1990,,,,,39.99434,49.43101,5,10.00-16.00
a1991,,,,,40.05869,49.41604,5,10.00-16.00
a1999,,,,,40.24051,49.59571,5,10.00-16.00
a2000,,,,,40.24025,49.59545,5,10.00-16.00
a2001,,,,,40.23999,49.59493,5,10.00-16.00
a2003,,,,,40.22453,49.57153,5,10.00-16.00
a2014,,,,,40.22733,49.57834,5,10.00-16.00
a2021,,,,,40.22582,49.58164,5,10.00-16.00
a2024,,,,,40.22647,49.5826,5,10.00-16.00
a2029,,,,,40.22282,49.57472,5,10.00-16.00
a2031,,,,,40.22134,49.57035,5,10.00-16.00
a2032,,,,,40.21655,49.56794,5,10.00-16.00
a2039,,,,,40.22291,49.57537,5,10.00-16.00
a2040,,,,,40.22473,49.57919,5,10.00-16.00
a2049,,,,,40.22862,49.58368,5,10.00-16.00
a2052,,,,,40.22818,49.58338,5,10.00-16.00
a2058,,,,,40.22716,49.57365,5,10.00-16.00
a2068,,,,,40.30264,49.7665,20,15.00-23.00
a2070,,,,,40.33812,49.83118,5,10.00-16.00
a2074,,,,,40.34908,49.83429,5,10.00-16.00
a2079,,,,,40.34775,49.8345,5,10.00-16.00
a2090,,,,,40.17521,49.46812,5,10.00-16.00
a2092,,,,,40.29862,49.75266,5,10.00-16.00
a2095,,,,,40.32689,49.72722,5,10.00-16.00
a2097,,,,,40.32192,49.74064,20,15.00-23.00
a2111,,,,,40.40966,49.93698,20,15.00-23.00
a2119,,,,,40.40945,49.94197,5,10.00-16.00
a2121,,,,,40.40863,49.94959,5,10.00-16.00
a2127,,,,,40.4068627,49.9448217,5,10.00-16.00
a2134,,,,,40.4097,49.94642,5,10.00-16.00
a2135,,,,,40.40818,49.94639,5,10.00-16.00
a2144,,,,,40.40876,49.94051,5,10.00-16.00
a2145,,,,,40.39364,49.89905,5,10.00-16.00
a2149,,,,,40.4106745,49.9358826,20,15.00-23.00
a2156,,,,,40.40562,49.96099,5,10.00-16.00
a2170,,,,,40.41856,49.92531,5,10.00-16.00
a2174,,,,,40.41859,49.9371,20,15.00-23.00
a2175,,,,,40.4052,49.94156,20,15.00-23.00
a2178,,,,,40.4139,49.94855,5,10.00-16.00
a2185,,,,,40.39879,49.95262,5,10.00-16.00
a2193,,,,,40.40258,49.956,5,10.00-16.00
a2195,,,,,40.39803,49.94437,5,10.00-16.00
a2212,,,,,40.39214,49.96647,20,15.00-23.00
a2219,,,,,40.3814552,49.9570206,5,10.00-16.00
a2224,,,,,40.35933,49.9587,5,10.00-16.00
a2238,,,,,40.35935,49.96137,5,10.00-16.00
a2268,,,,,40.39205,49.95479,5,10.00-16.00
a2281,,,,,40.36615,49.95533,5,10.00-16.00
a2283,,,,,40.36445,49.95532,5,10.00-16.00
a2291,,,,,40.36298,49.95145,5,10.00-16.00
a2306,,,,,40.3944,49.80485,5,10.00-16.00
a2308,,,,,40.3953268,49.7903733,5,10.00-16.00
a2322,,,,,40.3843,49.8253,5,10.00-16.00
a2333,,,,,40.3804989,49.8153219,5,10.00-16.00
a2340,,,,,40.3807,49.80442,5,10.00-16.00
a2345,,,,,40.39018,49.79484,5,10.00-16.00
a2347,,,,,40.40512,49.80391,20,15.00-23.00
a2348,,,,,40.3668,49.81689,5,10.00-16.00
a2349,,,,,40.39321,49.80377,5,10.00-16.00
a2354,,,,,40.38651,49.802,5,10.00-16.00
a2355,,,,,40.39413,49.79959,5,10.00-16.00
a2360,,,,,40.39133,49.81431,5,10.00-16.00
a2364,,,,,40.3849,49.81059,5,10.00-16.00
a2367,,,,,40.36628,49.82078,5,10.00-16.00
a2371,,,,,40.40532,49.80186,5,10.00-16.00
a2380,,,,,40.37486,49.82047,5,10.00-16.00
a2381,,,,,40.38702,49.80487,5,10.00-16.00
a2385,,,,,40.39143,49.80403,5,10.00-16.00
a2395,,,,,40.39713,49.8044,5,10.00-16.00
a2396,,,,,40.39712,49.80509,5,10.00-16.00
a2400,,,,,40.37568,49.81819,5,10.00-16.00
a2403,,,,,40.4216,49.84546,5,10.00-16.00
a2404,,,,,40.42416,49.84245,5,10.00-16.00
a2470,,,,,40.38628,49.80403,5,10.00-16.00
a2480,,,,,40.39278,49.7956,5,10.00-16.00
a2490,,,,,40.39539,49.79288,5,10.00-16.00
a2493,,,,,40.39321,49.79224,5,10.00-16.00
a2496,,,,,40.39168,49.80967,5,10.00-16.00
a25006,,,,,40.46537,49.74718,10,09.00-18.00
a2503,,,,,40.39915,49.95364,5,10.00-16.00
a2507,,,,,40.39789,49.95571,5,10.00-16.00
a2510,,,,,40.40607,49.89114,5,10.00-16.00
a2512,,,,,40.39202,49.89593,5,10.00-16.00
a2522,,,,,40.40135,49.94127,5,10.00-16.00
a2525,,,,,40.40736,49.94718,5,10.00-16.00
a2529,,,,,40.41817,49.93249,5,10.00-16.00
a2536,,,,,40.40781,49.9587,5,10.00-16.00
a2538,,,,,40.391,49.88854,5,10.00-16.00
a2540,,,,,40.39916,49.96572,5,10.00-16.00
a2541,,,,,40.40219,49.95257,5,10.00-16.00
a2548,,,,,40.41033,49.92714,20,15.00-23.00
a2551,,,,,40.40772,49.94526,20,15.00-23.00
a2557,,,,,40.39597,49.95256,20,15.00-23.00
a2561,,,,,40.48337,49.94056,5,10.00-16.00
a2562,,,,,40.40083,49.93161,20,15.00-23.00
a2587,,,,,40.52615,50.05329,5,10.00-16.00
a2593,,,,,40.5258,50.09948,5,10.00-16.00
a2611,,,,,40.38242,49.8642,5,10.00-16.00
a2615,,,,,40.42308,49.87603,5,10.00-16.00
a2625,,,,,40.40409,49.87442,5,10.00-16.00
a2655,,,,,40.40147,49.84931,5,10.00-16.00
a2659,,,,,40.38047,49.8726,5,10.00-16.00
a2663,,,,,40.40101,49.85444,20,15.00-23.00
a2677,,,,,40.38617,49.90658,5,10.00-16.00
a2678,,,,,40.42551,49.90467,5,10.00-16.00
a2679,,,,,40.42573,49.90381,5,10.00-16.00
a2687,,,,,40.39243,49.91954,5,10.00-16.00
a2689,,,,,40.38865,49.91189,5,10.00-16.00
a2708,,,,,40.46737,49.623,5,10.00-16.00
a30345,,,,,40.56976,49.63138,5,10.00-16.00
a2779,,,,,40.45894,49.73896,5,10.00-16.00
a2801,,,,,40.42579,49.81859,40,10.00-16.00
a2802,,,,,40.41973,49.81177,40,10.00-16.00
a2804,,,,,40.38441,49.96458,5,10.00-16.00
a2812,,,,,40.38838,49.86722,40,10.00-16.00
a2813,,,,,40.38595,49.87626,40,10.00-16.00
a2814,,,,,40.36952,49.9335,5,10.00-16.00
a2816,,,,,40.39934,49.85064,40,10.00-16.00
a2819,,,,,40.51741,50.07108,5,10.00-16.00
