customer_id,weight_ton,items
34706,0.18592,
34708,0.2404,
34723,0.3513,
34801,0.146,
34806,0.951528,
34826,1.6558,
34849,0.56775,
34911,0.755343999,
34962,0.2812,
34965,1.597984,
35003,1.144,
35027,0.199499999,
35043,0.1572,
35068,0.0264,
35074,0.352,
35075,0.091056,
35082,1.40399,
35091,1.38,
3510,0.0657,
35112,0.127,
35161,0.295,
35231,0.60809,
35245,0.1064,
35258,0.17062,
35270,0.1915,
3529,0.077,
35293,0.908,
35295,0.50112,
35302,5.208999997,
35317,1.0847,
35322,0.20811,
35350,0.175,
35356,1.606,
35399,0.176,
35410,0.2608,
35419,0.496140001,
35447,0.096,
35453,0.2872,
35456,0.271804,
35473,0.3654,
35477,0.24162,
35502,1.9824,
35522,0.84486,
35548,0.292,
35558,0.1185,
35562,0.821128,
3558,0.49988,
36643,0.326,
36648,0.125,
36652,0.1682,
36667,2.019999999,
36679,0.3273,
36709,0.176,
36754,0.2662,
36788,0.2518,
36806,0.12625,
36825,0.147,
36841,0.1773,
36847,0.07584,
36852,0.07084,
36861,0.12488,
36864,0.08484,
36868,0.2158,
36901,0.1044,
36907,0.07988,
36913,0.1244,
36918,0.16753,
36936,0.0746,
36965,0.0774,
36973,0.30404,
36975,0.1833,
36977,0.584,
36985,0.09524,
37004,0.39898,
3703,0.0469,
37034,0.1371,
37037,0.0546,
37044,0.08184,
37078,0.1384,
37097,0.09054,
37113,0.0206,
37117,0.053,
37120,0.22858,
37123,0.096,
37142,0.0746,
37204,0.01344,
37205,0.2251,
37208,0.2382,
37236,0.1782,
37241,0.1082,
37248,0.16588,
37260,0.2422,
37285,0.0575,
37287,0.1558,
37313,0.36118,
37322,0.28712,
37344,0.1372,
37355,0.180308,
37374,0.6308,
3745,0.49483,
37459,0.2051,
37506,0.3588,
37510,0.352,
37516,1.008599999,
37518,0.4517,
37536,0.0864,
37574,0.56,
37623,0.584299999,
37625,0.3756,
37630,0.0625,
37681,0.026,
37699,0.059,
37735,2.477499999,
37740,0.435,
37750,0.2512,
37793,0.689449999,
37797,23.8062,
37828,0.23068,
37829,0.17284,
37848,0.3496,
37862,0.465,
37893,0.378,
37923,0.11208,
3793,0.66442,
37948,0.125,
37984,0.682,
38011,0.7616,
38014,0.42428,
38018,0.456766,
38019,0.4561,
38022,1.60895,
38037,0.1384,
38052,0.225515999,
38075,0.2188,
38102,0.8191,
38162,0.0916,
38180,0.265999999,
38221,0.0665,
38239,0.505,
38307,0.364416,
38318,0.22162,
38320,0.45822,
38333,0.01,
38351,1.324508,
38382,3.36888,
38419,0.4092,
38420,0.247,
38428,0.1228,
38430,1.2467,
38438,0.0624,
38453,0.075,
38487,0.4584,
38499,0.046588,
38500,0.29048,
38521,0.504000001,
38526,0.36228,
38531,0.384,
38536,0.807532,
38556,0.655352,
38558,0.1598,
38564,0.3812,
38583,0.2912,
38585,0.2371,
38596,0.3264,
38626,0.924168,
38640,0.8634,
38641,0.0816,
38643,0.54006,
38655,0.561,
38660,0.176,
38663,0.065,
38697,0.20968,
38728,0.2726,
38766,0.1279,
38770,0.019512,
38787,0.0286,
38796,0.1332,
38802,0.4251,
38811,0.1544,
38822,0.483376,
3883,0.022416,
38830,0.133,
38847,0.126,
38850,0.48134,
38862,2.954918,
38872,1.17496,
38888,43.59343,
38941,0.485969,
38949,0.594,
38984,0.00948,
38990,0.1077,
39021,0.10948,
39023,0.066499999,
39025,2.304344,
39040,0.0394,
39058,0.10152,
39079,5.516384,
39084,0.1756,
39148,0.0538,
39233,0.0648,
39251,0.3262,
39253,0.378,
39270,0.08,
39313,0.12692,
39328,0.2087,
39337,0.356015,
39350,0.1874,
39365,0.9777,
39368,2.22382,
39382,0.0565,
39411,0.06504,
39436,0.5844,
39441,0.04322,
39448,0.064032,
39477,0.0342,
39490,0.046304,
39538,0.674519999,
39539,0.42946,
39587,0.6672,
39598,0.51294,
39623,2.2491,
39624,1.173086,
39642,0.06306,
39660,0.358496,
39698,1.55,
39704,0.176,
39710,0.125,
39716,0.0785,
39775,2.172836,
39797,0.09628,
39818,0.524728,
39828,1.266796,
39846,0.650028,
39848,0.189,
39849,0.646882,
39862,0.235104,
39913,0.16933,
39928,0.2989,
3997,0.045,
39974,0.3413,
39994,0.1158,
40003,0.0983,
40007,3.720539998,
40030,0.9961,
40060,0.889196,
40087,0.715,
40094,0.301428,
40100,1.108359999,
40103,0.02592,
40123,0.49712,
40128,0.64622,
40138,0.407,
40149,0.0775,
40164,0.1412,
40175,0.307776,
40177,0.181,
40178,1.596590001,
40184,0.5787,
40194,0.312,
40208,0.5291,
40224,0.309000001,
40235,0.1863,
40239,0.1594,
40253,0.117,
40264,0.41,
40270,0.0492,
40274,0.192299999,
40286,0.165096,
40297,0.1683,
40303,0.238896,
40309,0.1068,
40316,0.197,
40320,0.39895,
40324,0.1168,
40359,0.1248,
40370,0.29758,
40383,0.200984,
40443,0.106,
40449,0.245056,
40451,0.0625,
40455,0.659664,
40459,0.137294,
40474,24.28573002,
40479,0.0404,
40499,0.189,
40514,0.053704,
40537,0.50405,
40545,0.1895,
40547,0.2114,
40562,0.855988,
40563,0.489,
40571,0.1597,
40573,0.526,
40576,1.13,
40586,0.12341,
40596,0.085196,
40599,0.2985,
40602,0.17644,
40612,0.0448,
40643,0.588196,
40646,0.985398,
40687,0.1761,
40690,0.09969,
40697,0.672,
40698,0.3486,
40709,0.876499999,
4073,0.7595,
40901,0.007306,
40920,0.665054,
40924,0.2255,
40939,0.972,
40948,0.468,
4096,2.253449999,
40970,0.0905,
40971,0.352,
41000,21.92099998,
41020,0.136905,
41022,0.08671,
41049,0.07992,
41070,0.196802,
41082,0.032,
41086,0.796056,
41092,0.10985,
41104,0.332,
41106,1.47026,
41118,0.407128,
41122,0.3151,
41123,0.0045,
41143,0.025,
41159,0.3978,
4116,0.8331,
41173,0.4466,
41188,0.47426,
41189,0.16,
4121,2.333512,
41211,0.011102,
4123,0.57134,
41267,0.042535,
41277,0.2381,
41280,0.096,
41366,0.7475,
41371,0.0874,
41377,11.87182,
41382,0.11322,
41387,0.7822,
41398,0.3492,
4151,0.20364,
42006,0.364,
42017,0.273,
42018,0.546,
42024,0.455,
42060,0.546,
42080,0.273,
4271,0.054664,
4352,0.18452,
4625,0.59896,
4660,1.0755,
4722,1.2179,
4859,0.0452,
5098,0.793259999,
5180,0.1969,
5239,5.138999996,
5300,0.75,
5746,0.26926,
5764,0.96,
5846,0.16,
6007,0.126,
6087,0.45805,
6143,1.07644,
6302,0.1867,
6367,1.49699,
6400,0.176,
6407,0.78615,
6487,0.8819,
6589,1.603484,
6615,0.768,
6617,0.189016,
6662,0.2564,
6679,0.756,
6728,0.352,
6804,7.076379994,
6880,0.707999999,
6912,0.295695,
6992,0.55044,
7089,0.013008,
7133,0.28904,
7184,0.06492,
7245,0.0978,
7313,0.4077,
7350,0.63912,
7420,2.449564,
7492,1.905572001,
7538,1.100163997,
7546,1.047399999,
7549,0.882,
7574,0.587006,
7608,0.272,
7618,0.1875,
7662,0.944600001,
7691,0.27,
7692,0.808,
7696,0.166648,
7905,0.5981,
8045,0.40555,
8090,0.31668,
8144,0.142,
8211,0.0796,
8325,0.99494,
8327,1.689844,
8330,0.884,
8336,0.025704,
8444,0.0488,
8532,1.481999998,
8634,2.819679998,
8692,0.594096,
8726,0.244,
8774,0.0912,
8776,0.09285,
8824,0.43085,
8828,0.2642,
8836,5.75065,
8850,1.129999999,
8919,0.013008,
8966,0.1149,
8992,0.055236,
9202,0.526465,
9485,0.163856,
9523,0.258406,
9640,0.97812,
9901,0.252,
9908,0.746099999,
9921,0.08,
994556830727-7667,NULL,
9998,1.256199999,
S1548,0.1885,
